source_type	kinase	substrates	activity
DB_text-mining	TNK2	3	-0.7597308828303644
DB_text-mining	FGFR4	1	-0.6958269991458653
DB_text-mining	FGFR3	4	-0.710925608807006
DB_text-mining	PIKFYVE	0	NA
DB_text-mining	PRKDC	9	0.7733305601282141
DB_text-mining	PIK3CA	2	-0.9808565256183673
DB_text-mining	JAK3	1	0.19226817164869844
DB_text-mining	ERBB4	2	-0.11050039691927081
DB_text-mining	FLT3	4	-0.5346553973795753
DB_text-mining	BTK	3	-0.30857306675360074
DB_text-mining	PKN3	2	0.09923444360439153
DB_text-mining	WNK4	4	-1.068233587944915
DB_text-mining	PLK2	2	0.02441915037042623
DB_text-mining	CHEK1	46	1.1931913310460505
DB_text-mining	CHEK2	8	0.1250588752349738
DB_text-mining	DAPK1	5	-4.738616311377621
DB_text-mining	CSNK1G1	0	NA
DB_text-mining	CDK6	15	3.1294411395205572
DB_text-mining	GSK3B	100	-8.591402759046831
DB_text-mining	ERBB2	4	-1.3592086383452597
DB_text-mining	CDK7	9	3.182031491502082
DB_text-mining	LMTK2	3	-0.13338700000970327
DB_text-mining	GUCY2C	1	-1.772727854222979
DB_text-mining	STK4	4	-1.768278411852036
DB_text-mining	CDK2	137	12.822296756994286
DB_text-mining	CAMK2G	15	-7.5940335985674174
DB_text-mining	PTK2B	9	-0.886932823871165
DB_text-mining	NEK9	4	-1.0945554593290217
DB_text-mining	CDK17	1	-0.9881658337672224
DB_text-mining	CAMK2B	9	-1.9640172186955172
DB_text-mining	SGK3	6	-1.6466195876483698
DB_text-mining	DMPK	0	NA
DB_text-mining	SIK2	1	0.18346911383351194
DB_text-mining	MAP4K5	1	-0.570434322366259
DB_text-mining	RPS6KB1	31	-0.8488813123702831
DB_text-mining	PIK3CB	1	-0.570434322366259
DB_text-mining	MAPK7	20	-0.915734869694885
DB_text-mining	STK11	7	-0.5906865974295454
DB_text-mining	LATS2	4	-0.2015759475823072
DB_text-mining	MAP4K3	4	0.6511980989314753
DB_text-mining	GRK4	0	NA
DB_text-mining	GRK3	0	NA
DB_text-mining	TGFBR2	1	0.013389317840067515
DB_text-mining	DYRK1B	1	-0.7902295811631208
DB_text-mining	TRPM6	0	NA
DB_text-mining	PDGFRA	1	-0.004612602945480112
DB_text-mining	PDGFRB	0	NA
DB_text-mining	AURKC	0	NA
DB_text-mining	TLK1	1	0.0284415171538059
DB_text-mining	CDK8	2	-0.1607468549970785
DB_text-mining	PBK	3	-0.40785192953231425
DB_text-mining	NUAK2	2	-0.8131342882766353
DB_text-mining	CDK3	3	1.127856769870821
DB_text-mining	MAPK15	1	-0.06369391617487448
DB_text-mining	PTK7	1	-0.06369391617487448
DB_text-mining	MAP3K21	1	-0.06369391617487448
DB_text-mining	TESK1	1	0.17499907525226172
DB_text-mining	LIMK2	1	0.17499907525226172
DB_text-mining	LIMK1	2	-0.1807320433492317
DB_text-mining	TESK2	1	0.17499907525226172
DB_text-mining	PAK2	22	-3.542657083351428
DB_text-mining	CSNK1G2	0	NA
DB_text-mining	MARK2	10	-1.1817984361588367
DB_text-mining	MAP3K6	3	-0.43310090512758465
DB_text-mining	MAP3K5	9	-0.5143027707599102
DB_text-mining	TTN	0	NA
DB_text-mining	MAPKAPK5	6	-1.918357927958879
DB_text-mining	MAP2K3	4	-1.8305339308678381
DB_text-mining	MAP2K6	4	-1.8305339308678381
DB_text-mining	MAPK13	12	-1.1945257739372064
DB_text-mining	MAPKAPK3	5	-1.6929866369531574
DB_text-mining	CDC42BPA	1	-2.1363230209052264
DB_text-mining	CIT	0	NA
DB_text-mining	MYLK	2	-3.440827381179575
DB_text-mining	DYRK3	1	-0.9225182955300935
DB_text-mining	DYRK2	13	-1.0715113954904398
DB_text-mining	CSNK1D	11	-2.059754232683249
DB_text-mining	MARK1	6	-0.4809157199485614
DB_text-mining	GSK3A	17	-0.31665319791597646
DB_text-mining	SGK2	1	-0.008822530387453198
DB_text-mining	PNCK	1	-0.019720709656321334
DB_text-mining	CAMK1G	1	-0.019720709656321334
DB_text-mining	EIF2AK1	0	NA
DB_text-mining	EIF2AK3	0	NA
DB_text-mining	VRK2	1	0.1791519245719003
DB_text-mining	TP53RK	0	NA
DB_text-mining	NUAK1	6	-3.509746049637355
DB_text-mining	SMG1	1	0.08783994696038255
DB_text-mining	SIK1	1	0.08849102619167055
DB_text-mining	PLK1	41	0.036841075332178896
DB_text-mining	CSNK1A1L	2	-0.7535479342830043
DB_text-mining	CHKA	1	-0.260168571999506
DB_text-mining	PLK4	1	0.4117702618558922
DB_text-mining	MELK	6	0.2338339736455842
DB_text-mining	TAOK2	3	-0.16531342499908347
DB_text-mining	CDK9	11	1.4235651663654352
DB_text-mining	UHMK1	5	-0.5530736309619588
DB_text-mining	EPHB3	0	NA
DB_text-mining	CDK12	1	1.9290711871355664
DB_text-mining	BRSK2	2	-0.9775997602068426
DB_text-mining	CAMKK2	4	0.0014147226625270046
DB_text-mining	BRSK1	2	-0.9775997602068426
DB_text-mining	MAP3K11	6	-1.216768020866924
DB_text-mining	KDR	1	-0.11115291129396654
DB_text-mining	MAP4K2	0	NA
DB_text-mining	MAP3K15	0	NA
DB_text-mining	VRK3	0	NA
DB_text-mining	MET	6	-1.0328496736675128
DB_text-mining	FGFR1	1	0.028491295572905036
DB_text-mining	PKMYT1	2	0.7944262476406284
DB_text-mining	WEE1	2	2.8983591076663178
DB_text-mining	WEE2	0	NA
DB_text-mining	KSR1	8	-2.6364551052204672
DB_text-mining	MATK	0	NA
DB_text-mining	TAOK3	1	-0.1034141181745278
DB_text-mining	TAOK1	1	-0.1034141181745278
DB_text-mining	MAP3K10	2	0.1282025357402582
DB_text-mining	PAK4	7	-0.49055116419232847
DB_text-mining	MAP3K12	4	-3.156792875142638
DB_text-mining	LATS1	5	-0.432529324042325
DB_text-mining	STK3	5	-1.5991485177167586
DB_text-mining	SLK	0	NA
DB_text-mining	MST1R	0	NA
DB_text-mining	BMX	3	-0.5963016387153676
DB_text-mining	MASTL	1	-0.35305552735028445
DB_text-mining	MKNK1	3	0.21211335372363568
DB_text-mining	MKNK2	1	-0.3108676431557573
DB_text-mining	PKN2	0	NA
DB_text-mining	PIK3C2A	0	NA
DB_text-mining	HIPK3	1	-0.09928421028010843
DB_text-mining	ZAP70	3	-0.861552611169054
DB_text-mining	CDKL2	0	NA
DB_text-mining	PAK6	2	-0.3086701725207318
DB_text-mining	FRK	0	NA
DB_text-mining	STK16	0	NA
DB_text-mining	RIPK1	1	0.14833034712713153
DB_text-mining	LRRK1	1	0.34646607133940016
DB_text-mining	TTK	4	-3.753433004802314
DB_text-mining	STK17A	0	NA
DB_text-mining	TYK2	1	0.013724058814599016
DB_text-mining	TEK	0	NA
DB_text-mining	KIT	0	NA
DB_text-mining	TGFBR1	1	0.09620668339066019
DB_text-mining	PINK1	1	0.2575052974359816
DB_text-mining	BUB1	1	0.6698754147436229
DB_text-mining	CAMK2D	4	-2.553930654269204
DB_text-mining	CDC7	9	2.7219232390930355
DB_text-mining	MAP3K20	0	NA
DB_text-mining	EEF2K	5	-0.7772404175782115
DB_text-mining	PGK1	1	0.9999370058751711
DB_text-mining	HIPK1	3	-0.5648791202430534
DB_text-mining	CLK2	1	0.10490475545737751
DB_text-mining	HASPIN	0	NA
DB_text-mining	IGF1R	2	-0.3529799158566728
DB_text-mining	PAK3	4	-0.4426156443608355
DB_text-mining	CDK16	3	-0.8822918508214944
DB_text-mining	NEK2	3	0.20288492497073657
DB_text-mining	SRPK2	2	-0.46004072801404966
DB_text-mining	CDKL5	0	NA
DB_text-mining	EPHA4	1	-0.38351500207486805
DB_text-mining	MAP2K5	2	-0.23463432363432712
DB_text-mining	ITK	0	NA
DB_text-mining	TEC	0	NA
DB_text-mining	EPHA2	3	0.28055788719521246
DB_text-mining	TLK2	1	-0.28686672837457156
DB_text-mining	CLK4	0	NA
DB_text-mining	CLK1	1	0.6357816117662994
DB_text-mining	ABL2	0	NA
DB_text-mining	EPHB1	1	-1.1702171231985283
DB_text-mining	FLT4	4	-1.6424510208155587
DB_text-mining	DAPK2	1	-0.5257716794937896
DB_text-mining	STK38	5	-0.45604913656930135
DB_text-mining	STK38L	1	-0.08912824001439462
DB_text-mining	TXK	0	NA
DB_text-mining	ACVRL1	0	NA
DB_text-mining	BMPR1B	0	NA
DB_text-mining	MARK3	5	0.0064376491821394426
DB_text-mining	GAK	0	NA
DB_text-mining	AAK1	1	-0.43726090239003645
DB_text-mining	NEK1	0	NA
DB_text-mining	CSNK1G3	0	NA
DB_text-mining	MOS	2	-3.014786203816327
DB_text-mining	HIPK4	0	NA
DB_text-mining	EPHB2	0	NA
DB_text-mining	ACVR1	0	NA
DB_text-mining	FLT1	1	-0.11115291129396654
DB_text-mining	GRK7	0	NA
DB_text-mining	CDK20	1	-0.1345085388837399
DB_text-mining	ULK1	7	-0.058887833445430075
DB_text-mining	ULK2	1	-0.18836020663719852
DB_text-mining	CDK10	0	NA
DB_text-mining	CDK11A	0	NA
DB_text-mining	SRPK1	3	1.0553146952499257
DB_text-mining	SCYL1	0	NA
DB_text-mining	NEK11	0	NA
DB_text-mining	DDR2	1	0.4360032633166399
DB_text-mining	RIPK2	0	NA
DB_text-mining	MAPK6	3	0.28103696221503754
DB_text-mining	NME1	0	NA
DB_text-mining	CDK14	2	0.5512777810096205
DB_text-mining	WNK3	2	-1.1697950529420138
DB_text-mining	STK39	5	-1.2258886286197734
DB_text-mining	WNK1	5	-1.6053437795893515
DB_text-mining	WNK2	3	-0.2889175332816531
DB_text-mining	MAPK4	1	-0.42383220987731635
DB_text-mining	TRPM7	3	0.11423396224005199
DB_text-mining	PIK3CG	0	NA
DB_text-mining	BMPR1A	0	NA
DB_text-mining	BMPR2	0	NA
DB_text-mining	PRPF4B	0	NA
DB_text-mining	MARK4	2	-0.4738032253270062
DB_text-mining	MAP3K2	1	-0.3658872840395763
DB_text-mining	PDK3	3	-0.6432020552316629
DB_text-mining	PDK4	3	-0.6432020552316629
DB_text-mining	OXSR1	3	-1.233211320502344
DB_text-mining	PASK	1	0.07211174488926059
DB_text-mining	BCKDK	1	0.4077471152294968
DB_text-mining	GRK1	1	-0.30005041007737715
DB_text-mining	TTBK2	0	NA
DB_text-mining	EPHA3	0	NA
DB_text-mining	ACVR1B	0	NA
DB_text-mining	CDK19	1	-0.0031948678839351192
DB_text-mining	CDK11B	1	-0.0031948678839351192
DB_text-mining	NEK3	0	NA
DB_text-mining	CSF1R	1	-0.12310736897835621
DB_text-mining	MYLK2	0	NA
DB_text-mining	RIOK3	0	NA
DB_text-mining	PRKX	0	NA
DB_text-mining	MAP4K1	0	NA
DB_text-mining	RIPK3	2	-1.0331840945638293
DB_text-mining	PDPK2P	0	NA
DB_text-mining	PHKG1	1	-0.759810467121551
DB_text-mining	TNIK	2	0.08293739872692986
DB_text-mining	ICK	2	0.1336553494320549
DB_text-mining	NRK	0	NA
DB_text-mining	PRAG1	0	NA
DB_text-mining	TTBK1	3	-6.237727661102999
DB_text-mining	SIK3	1	0.08849102619167055
DB_text-mining	SRMS	0	NA
DB_text-mining	PEAK1	0	NA
DB_text-mining	PIK3C2B	0	NA
DB_text-mining	EPHA1	0	NA
DB_text-mining	MAST3	0	NA
DB_text-mining	LMTK3	0	NA
DB_text-mining	RIPK4	1	0.2781373789965869
DB_text-mining	STRADA	0	NA
DB_text-mining	ROR1	0	NA
DB_text-mining	MINK1	0	NA
DB_text-mining	PKDCC	0	NA
DB_text-mining	MAP3K4	0	NA
DB_text-mining	DCLK1	0	NA
DB_text-mining	BUB1B	0	NA
DB_text-mining	MYLK3	0	NA
DB_text-mining	NEK8	0	NA
DB_text-mining	STK17B	1	-0.43526180679430254
DB_text-mining	PIK3CD	0	NA
DB_text-mining	MYO3A	0	NA
DB_text-mining	MAP3K9	0	NA
DB_text-mining	EPHA8	0	NA
DB_text-mining	ACVR2B	0	NA
